imagen,estado,portada,kb,calidad_jpg
images/tecnologia/carcasas-silicona-iphone/sil-azl-13.jpg,procesada,images/tecnologia/carcasas-silicona-iphone/1_portada_sil-azl-13.jpg,83.6,92
images/tecnologia/carcasas-silicona-iphone/sil-azl-13promax.jpg,procesada,images/tecnologia/carcasas-silicona-iphone/1_portada_sil-azl-13promax.jpg,83.6,92
images/tecnologia/carcasas-silicona-iphone/sil-azl-16e.jpg,procesada,images/tecnologia/carcasas-silicona-iphone/1_portada_sil-azl-16e.jpg,77.8,92
images/tecnologia/carcasas-silicona-iphone/sil-azl-16plus.jpg,procesada,images/tecnologia/carcasas-silicona-iphone/1_portada_sil-azl-16plus.jpg,85.8,92
images/tecnologia/carcasas-silicona-iphone/sil-azl-17air.jpg,procesada,images/tecnologia/carcasas-silicona-iphone/1_portada_sil-azl-17air.jpg,83.7,92
images/tecnologia/carcasas-silicona-iphone/sil-azl-17pro.jpg,procesada,images/tecnologia/carcasas-silicona-iphone/1_portada_sil-azl-17pro.jpg,89.2,92
images/tecnologia/carcasas-silicona-iphone/sil-neg-11.jpg,procesada,images/tecnologia/carcasas-silicona-iphone/1_portada_sil-neg-11.jpg,81.4,92
images/tecnologia/carcasas-silicona-iphone/sil-neg-11pro.jpg,cumple (intacta),,,
images/tecnologia/carcasas-silicona-iphone/sil-neg-12.jpg,procesada,images/tecnologia/carcasas-silicona-iphone/1_portada_sil-neg-12.jpg,69.9,92
images/tecnologia/carcasas-silicona-iphone/sil-neg-12promax.jpg,cumple (intacta),,,
images/tecnologia/carcasas-silicona-iphone/sil-neg-13.jpg,cumple (intacta),,,
images/tecnologia/carcasas-silicona-iphone/sil-neg-13promax.jpg,cumple (intacta),,,
images/tecnologia/carcasas-silicona-iphone/sil-neg-16e.jpg,cumple (intacta),,,
images/tecnologia/carcasas-silicona-iphone/sil-neg-16plus.jpg,cumple (intacta),,,
images/tecnologia/carcasas-silicona-iphone/sil-neg-17air.jpg,cumple (intacta),,,
images/tecnologia/carcasas-silicona-iphone/sil-neg-17pro.jpg,cumple (intacta),,,
images/tecnologia/carcasas-transparentes-magsafe-iphone/12-mini-12-13-mini-13-14-15-15-plus-transparente-magsafe.png,procesada,images/tecnologia/carcasas-transparentes-magsafe-iphone/1_portada_12-mini-12-13-mini-13-14-15-15-plus-transparente-magsafe.jpg,100.2,92
images/tecnologia/carcasas-transparentes-magsafe-iphone/16-16-plus-17-transparente-magsafe.png,procesada,images/tecnologia/carcasas-transparentes-magsafe-iphone/1_portada_16-16-plus-17-transparente-magsafe.jpg,75.5,92
images/tecnologia/carcasas-transparentes-magsafe-iphone/16e-carcasa-magsafe-transparente.png,procesada,images/tecnologia/carcasas-transparentes-magsafe-iphone/1_portada_16e-carcasa-magsafe-transparente.jpg,76.1,92
images/tecnologia/carcasas-transparentes-magsafe-iphone/carcasa-iphone-17-pro-17-pro-max-transparente-magsafe.png,procesada,images/tecnologia/carcasas-transparentes-magsafe-iphone/1_portada_carcasa-iphone-17-pro-17-pro-max-transparente-magsafe.jpg,95.1,92
images/tecnologia/carcasas-transparentes-magsafe-iphone/info-magsafe-1.jpg,omitida (infografia/banner),,,
images/tecnologia/carcasas-transparentes-magsafe-iphone/info-magsafe-2.jpg,omitida (infografia/banner),,,
images/tecnologia/carcasas-transparentes-magsafe-iphone/info-transparente.webp,omitida (infografia/banner),,,
images/tecnologia/carcasas-transparentes-magsafe-iphone/iphone-11-11-pro-11-pro-max-transparente-magsafe.png,procesada,images/tecnologia/carcasas-transparentes-magsafe-iphone/1_portada_iphone-11-11-pro-11-pro-max-transparente-magsafe.jpg,94.4,92
images/tecnologia/carcasas-transparentes-magsafe-iphone/iphone-17-air-magsafe-transparente.png,procesada,images/tecnologia/carcasas-transparentes-magsafe-iphone/1_portada_iphone-17-air-magsafe-transparente.jpg,73.5,92
images/tecnologia/carcasas-transparentes-magsafe-iphone/mag-11.jpg,procesada,images/tecnologia/carcasas-transparentes-magsafe-iphone/1_portada_mag-11.jpg,94.2,92
images/tecnologia/carcasas-transparentes-magsafe-iphone/mag-12.jpg,procesada,images/tecnologia/carcasas-transparentes-magsafe-iphone/1_portada_mag-12.jpg,102.5,92
images/tecnologia/carcasas-transparentes-magsafe-iphone/mag-16.jpg,procesada,images/tecnologia/carcasas-transparentes-magsafe-iphone/1_portada_mag-16.jpg,77.4,92
images/tecnologia/carcasas-transparentes-magsafe-iphone/mag-16e.jpg,procesada,images/tecnologia/carcasas-transparentes-magsafe-iphone/1_portada_mag-16e.jpg,76.0,92
images/tecnologia/carcasas-transparentes-magsafe-iphone/mag-17air.jpg,procesada,images/tecnologia/carcasas-transparentes-magsafe-iphone/1_portada_mag-17air.jpg,75.3,92
images/tecnologia/carcasas-transparentes-magsafe-iphone/mag-17pro.jpg,procesada,images/tecnologia/carcasas-transparentes-magsafe-iphone/1_portada_mag-17pro.jpg,96.5,92
images/tecnologia/carcasas-transparentes-magsafe-iphone/proteccion.webp,omitida (infografia/banner),,,
images/tecnologia/cargador-iphone-20w/cargador-20w-2.jpg,cumple (intacta),,,
images/tecnologia/cargador-iphone-20w/kit-lightning-1.jpg,procesada,images/tecnologia/cargador-iphone-20w/1_portada_kit-lightning-1.jpg,89.3,92
images/tecnologia/cargador-iphone-20w/kit-usbc-1.jpg,procesada,images/tecnologia/cargador-iphone-20w/1_portada_kit-usbc-1.jpg,85.7,92
images/tecnologia/cargador-solma-45w/caracteristicas-solma-45w.png,omitida (infografia/banner),,,
images/tecnologia/cargador-solma-45w/cargador.webp,omitida (lista de exclusion),,,
images/tecnologia/cargador-solma-45w/solma-1.jpg,procesada,images/tecnologia/cargador-solma-45w/1_portada_solma-1.jpg,98.0,92
images/tecnologia/cargador-solma-45w/solma-2.jpg,omitida (lista de exclusion),,,
images/tecnologia/cargador-solma-45w/solma-3.jpg,omitida (lista de exclusion),,,
images/tecnologia/cargador-solma-45w/solma-4.jpg,cumple (intacta),,,
images/tecnologia/cargador-solma-45w/solma-portada-45w-cargador.jpg,omitida (lista de exclusion),,,
images/tecnologia/cargador-solma-45w/solma.jpg,omitida (lista de exclusion),,,
images/tecnologia/micas-de-vidrio-iphone/4-micas-de-vidrio-iphone.jpg,procesada,images/tecnologia/micas-de-vidrio-iphone/1_portada_4-micas-de-vidrio-iphone.jpg,61.3,92
images/tecnologia/micas-de-vidrio-iphone/informacion-micas-de-iphone.png,omitida (infografia/banner),,,
images/tecnologia/micas-de-vidrio-iphone/mica-1.jpg,procesada,images/tecnologia/micas-de-vidrio-iphone/1_portada_mica-1.jpg,103.1,92
images/tecnologia/micas-de-vidrio-iphone/mica-2.jpg,procesada,images/tecnologia/micas-de-vidrio-iphone/1_portada_mica-2.jpg,62.1,92
images/tecnologia/micas-de-vidrio-iphone/mica-3.jpg,procesada,images/tecnologia/micas-de-vidrio-iphone/1_portada_mica-3.jpg,47.0,92
images/tecnologia/micas-de-vidrio-iphone/mica-4.jpg,omitida (lista de exclusion),,,
images/tecnologia/micas-de-vidrio-iphone/mica-sola.jpg,procesada,images/tecnologia/micas-de-vidrio-iphone/1_portada_mica-sola.jpg,47.1,92
images/tecnologia/micas-de-vidrio-iphone/pack-4-micas-de-vidrio-iphone-portada.jpg,procesada,images/tecnologia/micas-de-vidrio-iphone/1_portada_pack-4-micas-de-vidrio-iphone-portada.jpg,102.9,92
images/tecnologia/micas-de-vidrio-iphone/portada-micas-iphone.png,procesada,images/tecnologia/micas-de-vidrio-iphone/1_portada_portada-micas-iphone.jpg,130.3,84
